Rank,Name,Symbol,Price (USD),1h %,24h %,7d %,Market Cap,Volume (24h)
244,Smilek to the Bank,SMILEK,5.0011966330201444e-05,0.00687633,-0.00331649,0.01546533,97968493.95723993,493567.00970472
245,ETHGas,GWEI,0.05362607941301038,-0.61459803,9.00608698,29.16955245,93845638.97276816,36082864.31112716
246,EUR CoinVertible,EURCV,1.1561301607619336,-0.06380018,-0.67694458,-0.58198093,93288799.35381174,11578424.06541122
247,Tesla tokenized stock (xStock),TSLAX,407.4655364507545,-0.0948954,1.04150031,0.27717842,91797083.98999731,17797846.79807527
248,Shuffle,SHFL,0.23301160136115226,-0.09598387,-7.68823462,-18.62429017,91220749.43527153,704910.16074228
249,Pieverse,PIEVERSE,0.46877770848901484,-1.35176125,-7.58876289,-9.72318868,90014838.56126171,7264795.50427696
250,Grass,GRASS,0.3592172092869314,1.65425771,0.70574517,21.59593101,87614906.11989504,16911840.49034894
251,Core,CORE,0.0807796284657832,0.22283611,-0.9919089,-4.86740992,86822327.6836925,5547880.28408283
252,Fogo,FOGO,0.022894268678833155,-0.22170924,-4.15790377,0.18481124,86708451.57980788,13308800.11258339
253,Dohrnii,DHN,5.043838316354693,0.01938092,-1.59723847,-0.71799707,86123751.09296566,606003.53600974
254,MetYa,MY,0.08715675788581313,0.50886018,-5.1797638,4.66419812,85991063.66754243,266680.75280983
255,Verge,XVG,0.0051777921280001535,-0.25640972,-1.15593866,-8.44132184,85547229.04762396,3866248.19447381
256,MYX Finance,MYX,0.3015332616810387,-0.75737161,-11.25877507,-1.24176004,84984563.7650886,24347377.89378337
257,Impossible Cloud Network,ICNT,0.33515478116269365,-0.43111966,1.30586576,1.11286612,84796213.79781523,5140205.18294034
258,Zano,ZANO,5.640559594247522,0.07352224,-0.74837675,-8.07448291,84627013.40093344,1451268.417682
259,KAITO,KAITO,0.35010204006672047,-0.35580497,-5.17231741,-5.39191652,84510742.48833914,11820875.47334
260,Sign,SIGN,0.05081671636501829,-0.25508064,-2.54561627,85.64808614,83339414.83862999,55806230.14453634
261,Zilliqa,ZIL,0.0041775935861538055,0.61363792,-0.70884069,-4.35104938,83319860.83547969,8967971.66659307
262,Open Campus,EDU,0.09951754366121535,-0.22661511,-0.28977594,-4.89579959,83233995.43188581,2961828.63587095
263,USDH,USDH,0.9998925220257932,-0.00501674,0.05127939,0.02344518,82759914.19022816,10514858.13792139
264,Defi App,HOME,0.023931661191952426,0.20730561,3.234476,-17.88911457,82344857.54093926,7908079.58211026
265,Creditcoin,CTC,0.15453047536172904,0.14355304,-2.0233296,-4.42114299,81230306.09644176,2400632.53156707
266,Kusama,KSM,4.523858218901796,-0.35745065,-2.46271729,-7.81779238,80934579.16474555,5490513.50105788
267,AIOZ Network,AIOZ,0.06523076891878693,0.03015632,-1.78817012,-1.86148336,80938429.18761043,2865828.8434025
268,Yooldo,ESPORTS,0.297007079853102,-0.49623764,-2.08127339,-1.17750096,80741670.47711706,37049258.70253872
269,Meteora,MET,0.15879628411680696,0.09371191,-1.88267388,-11.77162261,80450089.41390014,7649022.20880609
270,MANTRA,MANTRA,0.016818862805771325,0.04854892,-8.79450326,-24.09271919,80346961.90136687,27906415.39674919
271,Unibase,UB,0.03208691761784598,-0.60477005,0.4821184,-4.39464559,80217294.04461496,8592740.0011163
272,Ronin,RON,0.10408595822805876,1.61003716,11.53789217,4.75148633,80083911.06614281,37825836.98441737
273,RealLink,REAL,0.05729666088568818,0.41795194,-1.42929222,-3.48327355,78728004.30712086,4619524.59845099
274,Dog (Bitcoin),DOG,0.0007812418089874392,1.29657024,-2.07863936,-7.1245153,78124180.89874391,1408494.7007421
275,Kamino,KMNO,0.01872145944684092,-0.59245344,-2.27243825,-23.07971898,77193966.90327615,4263108.5627833
276,ZORA,ZORA,0.017226534200041197,0.23195206,-2.8286349,-3.13206146,77002607.85695761,12260110.97093374
277,lisUSD,lisUSD,0.9993776461543994,-0.02113128,-0.07172929,-0.00870223,76255777.20452602,6012.28871133
278,Centrifuge,CFG,0.13145640292351965,0.68902679,-6.80960755,-6.89463917,75855437.89665851,4514816.00521079
279,Banana For Scale,BANANAS31,0.00740107447904189,-0.29366813,1.6657189,44.99944829,74010744.7904189,42454258.43887725
280,DigiByte,DGB,0.004055512988936562,-0.01385823,-0.74193484,-5.38818902,73760463.48993307,1628523.36406694
281,Safe,SAFE,0.10325640263718357,-0.35486325,1.30819314,-4.24793372,73728423.28903508,1994320.59216115
282,Threshold,T,0.006607886755624708,-0.12017288,-0.10876562,0.96300659,73710976.75899361,7734614.29352462
283,Movement,MOVE,0.020944686650193566,0.01886174,-1.6012184,-7.88889321,73480942.3241142,16018784.11596044
284,Nervos Network,CKB,0.0015164802452620172,-0.11075135,-0.6158955,-3.77142743,73351741.348602,4095362.18389071
285,SuperVerse,SUPER,0.11499072856484792,0.4061226,-2.39328343,-3.89995571,73267794.62597333,5164112.42176213
286,Baby Doge Coin,BabyDoge,4.11695100051616e-10,0.76837279,-1.22294386,-0.1246565,73228098.07848544,3840090.3634866
287,dYdX,DYDX,0.08708308601608912,-0.31362993,-1.14930179,-12.07881185,72265029.31152926,10167739.75242025
288,ApeCoin,APE,0.09598216531270769,-0.18145461,-0.43621673,-8.63292641,72241122.1355899,19579872.11565328
289,Brett (Based),BRETT,0.007221227915993668,-0.14700518,-2.47585409,-8.92637267,72212261.4298229,5784422.95316557
290,Cysic,CYS,0.4471032301554662,1.68554488,-10.70492414,15.80661995,71894199.40899897,21044302.34332073
291,Holo,HOT,0.0004082796149572199,-0.48606274,-1.58709303,2.29355773,71643995.4130813,4980251.76394971
292,APES,APES,0.07144036120181486,0.6722919,-0.72728251,-3.52871383,71439999.92790826,873278.31102516
293,Mina,MINA,0.05503684650458671,-0.32059025,-1.08358029,-6.14357052,70309941.74374592,3906497.47522005
294,NEXPACE,NXPC,0.276749298362003,0.01494402,-0.99391122,-1.32093141,70301072.29981907,5047454.98231601
295,Sahara AI,SAHARA,0.024088051491572584,0.82397875,-3.76902395,-15.32914324,70076156.47226259,31379961.16086567
296,Kava,KAVA,0.06429152590787039,-0.24916998,-4.2228036,8.72872243,69617901.70618358,10527002.21584555
297,MindWaveDAO,NILA,0.08201411871797563,1.06002566,0.4012617,0.57528766,69118725.25506611,276388.99855129
298,Nano,XNO,0.5150307814079608,-0.2769338,0.33349751,-6.28865674,68626974.52519004,369920.5015534
299,SOON,SOON,0.1567251600036917,-0.55310407,-0.14495177,-4.92550493,68383685.34207706,3883027.56439874
300,Alchemy Pay,ACH,0.0068055698368747405,-0.2774928,-2.85630244,-3.29228059,68055698.36874732,5878164.21100307
301,ZetaChain,ZETA,0.05060371167328235,0.26210738,-0.38340603,-6.02462121,66557586.005409904,2956234.52240836
302,XPR Network,XPR,0.0023229589800292036,0.4147247,-1.90241954,3.21496928,66423356.45963116,1390147.45357838
303,Alchemist AI,ALCH,0.0768910599163348,0.13637543,-1.53754691,-3.1886964,65357400.92888458,8713540.40156841
304,World Mobile Token,WMTX,0.07658920550626518,3.20065434,15.68374293,11.81205361,65140930.44383231,49597071.32989748
305,Astar,ASTR,0.00759247932960869,0.26884473,-2.53999042,3.01315912,65014365.2779276,3528848.58458492
306,KUB Coin,KUB,0.9421647600777376,-0.32896648,-0.9638411,-7.17262399,64985603.281455696,112402.38613376
307,GMX,GMX,6.253943995554811,0.05075525,-5.01203847,-17.47052823,64845183.785540424,6381310.42066225
308,币安人生,币安人生,0.06470447089767749,0.89366275,2.41993084,2.74766468,64704470.89767749,11132213.35980869
309,VVS Finance,VVS,1.4772371726958687e-06,0.19350112,-0.90088161,-2.97774414,64334169.12524511,195284.63487609
310,Plume,PLUME,0.012550267283891019,2.8662107,-6.46316261,27.93902747,64274052.37958987,15652223.39519792
311,Turbo,TURBO,0.0009212706286282462,0.44788596,-2.8519157,-9.85094027,63567673.375348985,9563386.63826072
312,aelf,ELF,0.0774160082287072,0.03477869,0.52776232,-0.26470222,63403370.006174624,2394005.38107361
313,Matrixdock Gold,XAUM,5130.449059882786,0.02057471,-1.52442003,-0.13599005,63296682.348529585,232162.11163584
314,Concordium,CCD,0.0052775494577692724,-1.22144132,0.59451143,-19.35714757,63264022.32053803,452487.37461865
315,Aztec,AZTEC,0.021801060067644935,1.57292881,-0.30381589,-9.18998653,62778323.850366324,7038413.07373922
316,Fidelity Digital Dollar,FIDD,0.9999302775675046,0.02604808,-0.01729937,0.01556666,62596695.30182001,30527139.1481229
317,TronBank,TBK,0.39319939941693655,0.59205282,-2.28628227,-1.89413608,62579569.99385286,221506.41777238
318,SP500 tokenized ETF (xStock),SPYX,677.9137178523519,0.00410976,-0.73370669,-1.42035121,62290542.066177815,2488697.78508563
319,Mog Coin,MOG,1.579409805998814e-07,0.45214716,-1.93038432,-9.076278,61686618.11533234,10140243.82449198
320,Pythia,PYTHIA,0.06158587717072691,0.02714939,-0.85566054,0.79074882,61472611.99953141,2167715.40651225
321,Velo,VELO,0.003480736161271524,0.171042,-3.00889146,-3.01129358,61135218.72557371,859981.99151869
322,Tria,TRIA,0.02827065456912225,1.33894795,10.94080937,60.28437993,60998743.24415801,21246997.70138298
323,Huma Finance,HUMA,0.021036527771896556,-1.32245035,25.05281235,52.93301708,60985153.45422512,102507662.65486391
324,BitDCA,BDCA,0.7404444430696338,0.19842437,-0.59849639,-3.16376307,60699744.20886655,282315.81239331
325,Frax (prev. FXS),FRAX,0.6367800083965635,1.27880139,2.47771997,4.10793607,60560772.957346424,1044255.33230492
326,Axelar,AXL,0.05314289193144105,0.01209479,-1.92741807,-3.36632279,60242247.81455362,7961549.81263384
327,Venus BUSD,vBUSD,0.02230985155129284,-0.009997,-0.04996502,-0.09988014,60119929.15050764,0.0
328,Derive,DRV,0.08083921889359735,15.31352998,18.90803282,90.52139154,59621323.484562464,1249514.31445982
329,ChainOpera AI,COAI,0.31703205613065005,0.64753572,0.8603828,-2.6031014,59602057.62170371,5510289.33854812
330,HashKey Platform Token,HSK,0.1705626228320956,0.24813755,-3.65581873,-4.57348181,58837283.90722331,2749926.20009335
331,MultiBank Group,MBG,0.30764314547339566,-0.0365937,-6.71532772,1.67604582,58766153.99767463,11355814.59998823
332,VeThor Token,VTHO,0.0005950526729798298,-0.08481797,0.91676616,-2.12673601,58651266.873129345,19085106.67282961
333,Siacoin,SC,0.0010461904931837955,-0.12800583,0.27608255,-5.48418834,58613488.30396591,4494041.75419788
334,Non-Playable Coin,NPC,0.007726273836663007,0.27683802,-5.10797491,-13.5532594,58259484.23800931,2876980.45018035
335,InitVerse,INI,0.10642908620813991,-0.47630948,-1.35947993,-0.6208319,58146024.426814705,1296488.29687063
336,Opinion,OPN,0.2924212199476535,-1.70214154,-11.2951911,-36.04909286,58045612.15960922,64817153.84904292
337,Circle tokenized stock (xStock),CRCLX,115.38923242032934,0.95524579,-4.51907676,12.23971729,57994433.648572415,31445112.41376192
338,SushiSwap,SUSHI,0.20189976695725287,-0.01466381,-0.333868,-4.41246449,57911872.584918246,13602285.4277643
339,Numeraire,NMR,7.593935180115668,-0.23230181,-1.22734966,-2.45872289,57105669.39722787,4962488.18447639
340,Moca Network,MOCA,0.01433016735803331,-0.42248684,-2.99916894,-7.89504131,56642743.6524321,3216505.06001819
341,Lumera Health,LUR,3.726276098755989,-0.04235506,2.63040576,3.13579421,56529609.74678434,54385.21574328
342,UnifAI Network,UAI,0.23473024999647907,1.17720106,-9.73539025,13.35271439,56100529.749158494,7552615.65159176
343,Orca,ORCA,0.9282610130614332,-0.11023636,-1.9873417,1.85059008,55841529.87794852,10322897.03440343
344,Waves,WAVES,0.45948161504509744,0.3595495,-0.82804448,-2.26337957,55837483.219170064,2810915.28761037
345,Paycoin,PCI,0.05234776291692097,0.10031056,-1.17813747,-4.50289673,55702522.52961417,480296.06767823
346,XYO,XYO,0.004033982154572602,0.29312394,-2.75251799,-5.36209639,55084773.52759677,3612533.66507466
347,Anchored Coins AEUR,AEUR,1.1484722431075396,-0.0012448,-0.7348922,-0.7457842,55045820.50621945,32932.16069007
348,GEODNET,GEOD,0.12472823785390379,1.1309057,1.53775265,-1.36552481,54727999.889007114,312054.61461107
349,Spark,SPK,0.022187079208415394,1.45987178,2.49300752,9.5250473,54721786.760429576,9477078.20287347
350,Alphabet Class A Tokenized Stock (Ondo),GOOGLon,309.4416215452865,-0.11990081,0.25267243,1.62934792,54675473.80476973,4822990.83468851
351,SPACE ID,ID,0.041573286867185345,-0.22889842,-0.07334623,-3.34343641,54409672.075879745,3737878.66181527
352,Eurite,EURI,1.1568923449960014,0.00624016,-0.73846779,-0.58382926,54337999.040215634,24437030.64186831
353,Aleo,ALEO,0.05703398832500952,-0.0517111,-6.38649475,-15.3754344,54104786.04122486,5673289.37154958
354,Law Blocks (AI),LBT,0.22051253539564622,0.16930456,0.13520011,-1.11814177,54025127.500712104,552233.55302683
355,Jelly-My-Jelly,JELLYJELLY,0.053877465443545776,-0.94224254,-7.33019848,-37.95784503,53877416.89994941,14196527.23027481
356,Decentralized Social,DESO,6.05095497473587,-0.16722931,-0.06885424,17.67631418,53759927.307419926,23181.26607772
357,ZIGChain,ZIG,0.03811242080558393,-0.02774508,0.55877878,-1.54244688,53698144.47832767,1097754.19797753
358,Blur,BLUR,0.019431040996738563,-0.06312856,0.10773822,-3.66180287,53472235.81697226,19919355.66233642
359,RaveDAO,RAVE,0.22342995322417128,-0.2557913,-9.54555639,-37.23666322,53438238.37398111,43214684.18311167
360,Magic Eden,ME,0.11334081407658952,-0.35668703,-0.62792522,-2.24983362,53398323.1901834,121896612.01319116
361,cat in a dogs world,MEW,0.0005993049765361385,1.33248669,-3.51181466,-7.0807277,53271553.46934626,7574065.12044323
362,Avantis,AVNT,0.16445175053686178,8.39247339,6.94631029,-6.58664101,52617731.971195415,32231056.44981745
363,ORDI,ORDI,2.491897348879759,-0.1539628,0.56293187,-3.03053083,52329844.32647494,12237649.59009449
364,WhiteRock,WHITE,8.016108124073459e-05,0.05790326,-2.19930032,1.27732907,52104702.80647749,177278.60916843
365,Freysa,FAI,0.006358959421648507,0.11135167,-19.63594308,146.15647078,52077969.975474775,3081378.0733897
366,Burnedfi,BURN,4.2055511706067,-0.02030873,-1.5555683,-7.75493565,51988691.37443198,186990.2427207
367,U.S. Dollar Tokenized Currency (Ondo),USDon,1.000223467159763,0.00697937,-0.00405503,0.01065745,51951918.48365211,102878926.56068003
368,VNDC,VNDC,3.677811169177345e-05,-0.08745949,0.12948243,-0.74790315,51947846.631663516,11057471.51879274
369,Bitlayer,BTR,0.1501548206476163,2.17848334,0.4873166,-19.46065145,51772023.40832606,5236119.34045661
370,Espresso,ESP,0.09917712494372943,1.65608295,-8.40034899,-16.37516098,51626652.38945836,18376971.83618484
371,Request,REQ,0.06477967382508096,0.36864851,0.97279812,-1.34214794,51609631.26692793,1451179.84333205
372,Succinct,PROVE,0.2614207559719617,0.11742029,-2.28485143,-7.69855847,50977047.414532535,9991554.36408357
373,QuantixAI,QAI,64.02646647001193,7.15211971,-0.64394687,-6.29251245,50756297.19075576,860572.18477877
374,Popcat (SOL),POPCAT,0.05140944248625664,0.35381304,-2.68148822,-2.31067258,50378038.12701049,13998473.27327866
375,Linea,LINEA,0.0032461328566786253,0.21557594,-1.50388969,-0.98334524,50257108.827841334,19151369.61168538
376,StraitsX USD,XUSD,1.0004634013604579,0.00723096,0.02062812,-0.0647165,49824287.499258384,20236017.08719718
377,IoTeX,IOTX,0.005231434367451796,0.39497346,-0.65945048,0.79915615,49391902.152533874,2638210.5448216
378,Joseon Mun,JSM,0.0001541532240494416,-0.02642224,-1.08409882,-3.56224303,48784870.81492678,176040.23436561
379,Pixels,PIXEL,0.014860123720911333,2.69929467,143.32943751,182.04952249,48675311.46732678,416048566.9946624
380,Moo Deng (moodengsol.com),MOODENG,0.0490770567479815,0.35626642,-2.73161647,-7.42615004,48584901.77415098,9596653.16246214
381,Tagger,TAG,0.00044714484477672396,0.30614289,-1.92362643,6.72523464,48472545.78563123,3001163.61051375
382,Venus,XVS,2.943754147955271,0.0179729,-0.23748319,-5.26189356,48060432.967168525,4647021.30168829
383,ChangeNOW Token,NOW,0.5604940657104599,0.11454127,-1.69462501,-5.02022952,47531953.78546815,9418.88951105
384,Drift,DRIFT,0.081575511444738,-0.30854434,-2.06753619,-8.52479753,47466378.91529523,5425457.10893401
385,Ardor,ARDR,0.047470299546581156,1.8539935,-0.59896532,1.05104859,47397491.08489677,24199293.63917877
386,StorX Network,SRX,0.06460554519964841,-0.08933783,1.3898571,3.01522255,46867965.3629498,2907633.62552241
387,Lagrange,LA,0.24166278749494266,-0.22137428,5.27339499,12.47043772,46640917.98652393,37731466.62330982
388,Status,SNT,0.009693075430282496,0.53106067,-2.24315168,-4.69487734,46508204.68245536,2411520.42938487
389,BSquared Network,B2,0.683522761491533,0.00185445,-0.22762996,-2.096029,46037561.458160974,5768101.15839296
390,Peanut the Squirrel,PNUT,0.045470317653492735,0.27401271,-2.1246694,-8.27723397,45463152.87184672,14426138.41349018
391,Fractal Bitcoin,FB,0.46654798083228083,0.14164414,-3.05080889,-1.171629,45382743.32463209,1778641.17407284
392,Celo,CELO,0.07550816777169021,0.49368764,-0.72246373,-5.88273692,45120095.8570481,4616507.16796873
393,Terra,LUNA,0.06344726706100322,-0.23735236,0.20363034,-3.69869986,45046572.305114545,9242025.1596576
394,ssv.network,SSV,2.706749646185345,0.86706918,-0.56639393,-7.31864198,45036199.836202405,16921338.92019976
395,Meta tokenized stock (xStock),METAX,653.9831455848217,0.49901255,-0.79001009,-2.54355171,44833410.72687338,10941957.67414651
396,NVIDIA tokenized stock (xStock),NVDAX,185.7868207189813,0.0683812,0.11453598,1.59043872,44829322.38408307,15311875.94820577
397,GOHOME,GOHOME,89.66593651164261,0.15080997,-0.1567069,0.30966032,44823553.33248758,1167887.67492304
398,Tornado Cash,TORN,8.509267311496712,0.80327953,1.38936293,-3.95115973,44760562.20072005,56612.2893006
399,Pirate Chain,ARRR,0.22755061089116357,-1.01158862,-2.1805184,-12.69978903,44648569.593474,119927.36507943
400,Zama,ZAMA,0.020204748978897843,-0.875236,3.87908354,3.62020287,44450447.75357526,22755851.51028055
401,Gemini Dollar,GUSD,0.9996307968209144,-0.0297584,0.04211095,-0.00790055,44301083.26826567,829085.68200893
402,Resolv,RESOLV,0.11922439221819894,-4.81526405,-4.95056438,98.26527813,44171364.89018903,68202363.53523766
403,Mask Network,MASK,0.441618515621997,0.22493913,-2.81838135,-4.90035919,44161851.5621997,26235612.37320355
404,AriaAI,ARIA,0.14807100881609372,0.92068765,8.16580263,96.02034746,43927732.64110678,11807761.09745269
405,Ankr,ANKR,0.00435718745675477,-0.24622717,-0.29557132,0.09498297,43571874.5675477,7709695.78962353
406,Altlayer,ALT,0.007643979451229483,-0.37807443,2.95154556,2.51930347,43429547.129107945,26404324.82875748
407,Merlin Chain,MERL,0.03736677754848624,0.54089254,-0.62021634,-10.97289484,43401722.6096247,6931122.03152226
408,Quack AI,Q,0.011999210832804617,0.2084331,0.71050282,-52.21226684,43399264.40477607,6515303.00429507
409,Across Protocol,ACX,0.061822956281121666,5.99275815,80.45411864,73.86380184,43363154.7215529,81962525.29334031
410,Babylon,BABY,0.01529314347650928,0.33505587,0.91007127,31.33768814,43356621.790512055,14064898.01180142
411,Dusk,DUSK,0.08699671890106926,-1.53501808,-3.90974892,-0.92229991,43237369.234353945,9687322.91147783
412,Tellor,TRB,15.678251304822734,-0.04350424,0.06148375,4.30428652,43229062.22748945,42850450.54766402
413,Rekt (rekt.com),REKT,1.5353486521129236e-07,0.93035606,-0.78191933,-11.19060114,43149594.65421954,1064140.15710401
414,would,WOULD,0.04312532569474441,0.64829816,-0.70935193,-5.06171811,43101718.5593941,95140.90939764
415,Moonbirds,BIRB,0.15117138135940447,0.51302761,0.88738958,3.1298187,43083843.68743028,6073241.27223847
416,Bio Protocol,BIO,0.020858558878259208,0.13783442,-1.83416259,-3.94545895,42779071.12697269,17772960.44333922
417,ISLM,ISLM,0.019510264640317874,-2.31772359,-4.78896742,-14.87554104,42658391.492290094,47647.33977158
418,Rocket Pool,RPL,1.9123294228641667,-0.38325669,-1.53296925,-5.83673619,42454152.123262666,4508463.32636732
419,SKYAI,SKYAI,0.0424437525751509,-0.26450728,-4.63035896,-6.93260262,42443752.5751509,3483554.033683
420,Vana,VANA,1.4093012858253544,0.16478544,-1.63830133,-3.98459904,42397419.882769965,1958760.14240289
421,Loopring,LRC,0.03090735803620016,0.2100749,-0.74473274,-2.054675,42286711.10365865,5314135.15348686
422,ICON,ICX,0.03860757071510875,0.09023366,8.12032311,3.36834899,42189278.31244548,66339024.75611544
423,The White Whale,WHITEWHALE,0.04213821673948625,2.65993728,-0.20057477,-11.949606,42130740.4927959,2150550.13558193
424,Orbs,ORBS,0.009649115241149267,0.42138002,-3.20798184,-13.73066028,42099227.00683067,5776985.62177979
425,AI Rig Complex,ARC,0.041949926215410285,0.12718637,-6.84779969,1.16049956,41949855.697584316,12424313.5958921
426,LCX,LCX,0.04422121683491604,0.4599778,-1.25525968,-3.79206605,41975873.909668215,107412.21688023
427,Casper,CSPR,0.0030005943337976736,-0.13734501,2.78357205,0.09945721,41786896.933318764,969064.07821368
428,KGeN,KGEN,0.19779713069862434,-1.23932327,-7.16092005,-8.42630442,41751520.95037473,2847249.57860793
429,Polymesh,POLYX,0.04045288433370344,-0.10367636,-1.21510424,-4.5020993,41692391.93950742,1261778.47157218
430,Band,BAND,0.240617017649204,2.27468878,11.69922216,11.23473226,41681309.576101765,10667147.75309462
431,AI Analysis Token,AIAT,0.2814215731209923,0.48756549,-3.10516616,-3.77004168,41197152.76745912,364741.95177359
432,EscoinToken,ELG,0.2611813135203359,0.21599881,-0.45130557,0.03767443,41041313.08895665,436585.48346166
433,Aegis YUSD,YUSD,0.9988934178401722,0.04011116,0.00814995,0.00269443,40614238.28775161,6987.79339705
434,SKALE,SKL,0.0066466469138440004,-0.05847585,-1.0814181,-4.42339421,40611418.11563517,5555424.95965738
435,RedStone,RED,0.1275678693601157,-1.35547705,-0.66983644,-10.60207939,40589005.06091422,7052733.82501131
436,Pax Dollar,USDP,0.9995189268065744,-0.00197363,-0.00699702,-0.03896783,40549943.88178118,680225.05618224
437,Irys,IRYS,0.018458460231361752,-0.86536422,1.68774103,-6.89589604,40423682.419682086,6682380.69455881
438,Storj,STORJ,0.09490935549078218,0.42549702,4.07963859,-2.01051332,40336475.893763825,18181347.959185
439,Atoshi,ATOS,0.04465080963182795,0.04543712,0.45392965,-2.90753896,40326853.49104423,0.0
440,BORA,BORA,0.036564961082139566,-0.14822779,-1.44223727,-3.05963279,40212315.95008299,302346.72329073
441,Verified Emeralds,VEREM,16.07820423712525,-0.9514316,-0.11406217,-4.94071793,40195510.59281313,3323205.48647328
442,Glidr,GLIDR,1.1302917975854703,2.34270816,-0.65514848,-2.99168465,40082079.94135465,159961.42010833
443,BUSD,BUSD,1.0001042071225017,-0.02142438,-0.0562441,-0.07180912,40030241.411403276,1520467.62022049
444,AI Companions,AIC,0.053312525789237245,0.00469392,-0.31618317,-13.78917786,39984378.3481702,995653.79331561
445,Somnia,SOMI,0.18423489991901273,0.29093335,-2.0330516,-6.31164644,39975631.81404593,5406653.48581108
446,Bitway,BTW,0.01814124594247672,0.9666657,-3.55040162,67.29875642,39910741.073448785,118228129.14832056
447,Snek,SNEK,0.0005339439503601607,-1.11746491,-1.14864861,-4.77531097,39906356.36746441,2035575.54220511
448,Kinetiq,KNTQ,0.1476660152832406,-0.85743929,3.46231435,-6.20747856,39869824.12647496,395179.60796017
449,Fulcrom Finance,FUL,0.002391735387525605,0.12951512,2.06175689,-3.14790981,39765683.520956196,10303.87397455
450,Subsquid,SQD,0.0381603972389151,0.4883551,-0.23336799,6.03319427,39461459.64079518,2685261.92161901
451,Staika,STIK,0.2850936396517251,6.33851415,8.74062327,-1.68900107,39355819.458264954,18265.9256379
452,Locus Chain,LOCUS,0.009617478997149055,0.25595231,1.09094591,-0.5065883,39206234.69328947,108757.26994403
453,WAR,WAR,0.03918938843075168,4.71024019,46.6099279,76.70615894,39189388.43075168,3285425.61642658
454,ApeX Protocol,APEX,0.2844840073274337,1.36245413,0.44673801,-7.24510166,39154779.39945878,3910874.44402623
455,BIM,BIM,1.3045467014583991,1.08460684,-0.8231674,-4.35000152,39136401.04375197,213514.70024632
456,OWB,OWB,0.08593331439955428,-0.03898493,-3.88722161,21.60284154,39110950.6326785,157543.81058424
457,Notcoin,NOT,0.00039211830339230943,0.20773817,-0.90044724,2.48821106,38988089.93583707,11816425.63744926
458,Pundi X (New),PUNDIX,0.15055194882663117,-0.03073783,-0.83602512,-3.90237719,38900597.31316605,1346055.62948496
459,Definitive,EDGE,0.14082385985657575,0.16627933,-7.81975394,-23.686159,38828064.49250768,10731462.99425866
460,Ontology,ONT,0.04134905383117992,-0.19204304,0.91619045,-5.94992098,38630790.51858073,8494292.79438386
461,Rootstock Infrastructure Framework,RIF,0.03855310443900151,1.01011427,7.73724286,5.5546276,38553104.43900151,1868927.13399369
462,Useless Coin,USELESS,0.03854522317885964,0.80506663,-4.88762044,-19.16031432,38510059.3809436,7418152.76262489
463,ConstitutionDAO,PEOPLE,0.0075904471330273835,-0.1393077,-4.21531086,5.13820495,38408704.92489844,12233462.09356011
464,Particle Network,PARTI,0.08501546403671764,-0.40392653,-1.69184092,-0.28306698,38227202.89401728,8204288.93100686
465,UMA,UMA,0.4107190066775224,0.07600418,-3.32739665,-7.31043269,38203196.35209435,6098737.87232584
466,Dogelon Mars,ELON,3.8214313703269795e-08,0.33689937,-1.61404779,-4.12044401,38160212.73139377,2032128.86114527
467,Gold tokenized ETF (xStock),GLDX,475.427997706675,0.04062581,-0.93392095,0.41582374,38141618.32564153,499861.98818208
468,Victoria VR,VR,0.0022622611605600525,0.14334884,0.0938681,-0.98662292,38005987.49740888,91863.63199624
469,Frankencoin,ZCHF,1.2836372501824682,0.04560715,-0.36482003,0.1256621,37788439.456655696,708135.55615565
470,MVL,MVL,0.0013375801866905997,0.16129372,-1.45767416,-2.55466667,37188686.90665991,115077.3554154
471,IOST,IOST,0.0011588179397563575,-0.2772419,-0.86091381,-2.46175445,37174927.64583998,4483350.99184875
472,EGL1,EGL1,0.037127809324021155,-0.07740992,0.04504721,-3.82520101,37127809.32402115,2495148.61116934
473,Propy,PRO,0.36894872751941304,0.57803159,0.45873921,-3.95313661,36894872.7519413,3527242.68952412
474,Ampleforth,AMPL,1.3022024519191966,2.34217069,-1.86127958,-1.09727683,36819114.89269363,4039.68771843
475,tx,TX,0.019083473140528794,0.79080066,-4.98023386,-83.62939258,36791918.62747283,135928.75351871
476,GoPlus Security,GPS,0.00851048687069456,-0.29502142,-3.81162509,-5.51851304,36758657.77025768,5953893.92706337
477,RateX,RTX,2.203131169139794,0.31667499,0.88213263,0.23828716,36704165.27786897,30109620.47108634
478,Nasdaq tokenized ETF (xStock),QQQX,608.3486984378394,0.10624493,-0.68467696,-0.54278554,36629258.335814975,2136478.92958802
479,Memecoin,MEME,0.0005833236515038104,-0.0563867,-2.43323639,-9.03938926,36480298.38051432,8352196.79318449
480,DEAPcoin,DEP,0.0012203647275945584,-0.24791319,-0.22940123,-2.40022417,36480240.76713318,370013.48652229
481,APRO,AT,0.14572692736339382,1.21892589,1.01387577,-6.89687993,36431731.84084845,6022575.48076165
482,Powerledger,POWR,0.06400425794041166,0.12603224,2.38926255,-1.03006249,36363136.509805255,2844241.17315171
483,Harmony,ONE,0.002437675151628071,-0.25830283,-3.93702186,0.14014778,36251870.139061816,4210609.59474286
484,Naoris Protocol,NAORIS,0.06015433129171107,-0.39754883,8.26755456,99.77519488,36048084.56987078,5025817.31823515
